Estadísticos;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
Diferencia;;67753944;-43,7;-119,637
Promedio;;;1628,546;-0,645
Máximo;;;2798,72;12261,013

Muestra;Repetición;Tiempo (micros);Fuerza (N);RFD (N/s)
3753;0;43100960;2365,83;-1557,712
3754;0;43112448;2343,49;-1339,426
3755;0;43123940;2335,05;-120,54
3756;0;43135428;2340,72;498,433
3757;0;43146912;2346,5;274,974
3758;0;43158412;2347,04;-449,956
3759;0;43169892;2336,16;-1211,699
3760;0;43181388;2319,2;-1166,058
3761;0;43192884;2309,35;-587,57
3762;0;43204364;2305,7;269,847
3763;0;43215860;2315,55;1180,616
3764;0;43227352;2332,84;1265,228
3765;0;43238844;2344,63;491,818
3766;0;43250328;2344,14;-672,876
3767;0;43261820;2329,17;-1410,736
3768;0;43273316;2311,71;-671,337
3769;0;43284804;2313,74;872,933
3770;0;43296296;2331,77;1885,553
3771;0;43307784;2357,07;1568,704
3772;0;43319264;2367,8;303,36
3773;0;43330760;2364,04;-1419,248
3774;0;43342248;2335,18;-3213,042
3775;0;43353732;2290,23;-3193,211
3776;0;43365228;2261,8;-1624,021
3777;0;43376712;2252,91;-141,887
3778;0;43388204;2258,54;726,845
3779;0;43399688;2269,61;964,217
3780;0;43411176;2280,69;316,307
3781;0;43422672;2276,88;-772,846
3782;0;43434156;2262,93;-1309,835
3783;0;43445652;2246,78;-1106,757
3784;0;43457124;2237,51;-425,736
3785;0;43468624;2237;-586,495
3786;0;43480108;2224,03;-1089,587
3787;0;43491596;2211,97;-968,5
3788;18;43503092;2201,77;-687,043
3789;18;43514564;2196,19;145,804
3790;18;43526068;2205,12;1502,435
3791;18;43537560;2230,74;2799,391
3792;18;43549048;2269,45;2894,256
3793;18;43560540;2297,25;1632,44
3794;18;43572032;2306,97;360,251
3795;18;43583524;2305,53;-287,692
3796;18;43595008;2300,36;-282,855
3797;18;43606504;2299,03;-330,345
3798;18;43617984;2292,77;-1195,387
3799;18;43629484;2271,56;-2045,336
3800;18;43640968;2245,76;-1809,714
3801;18;43652460;2229,98;-666,116
3802;18;43663952;2230,45;506,004
3803;18;43675444;2241,61;727,463
3804;18;43686936;2247,17;-188,359
3805;18;43698432;2237,28;-972,15
3806;18;43709916;2224,83;-875,849
3807;18;43721404;2217,16;-28,721
3808;18;43732896;2224,17;1099,46
3809;18;43744388;2242,43;1006,267
3810;18;43755872;2247,29;441,253
3811;18;43767368;2252,57;485,555
3812;18;43778856;2258,45;259,791
3813;18;43790348;2258,54;-151,436
3814;18;43801836;2254,97;-798,085
3815;18;43813328;2240,2;-1001,741
3816;18;43824816;2231,95;-465,025
3817;18;43836316;2229,51;161,389
3818;18;43847804;2235,66;1042,646
3819;18;43859296;2253,47;1755,31
3820;18;43870780;2275,99;1486,769
3821;18;43882272;2287,63;509,831
3822;18;43893768;2287,71;424,717
3823;18;43905252;2297,39;974,761
3824;18;43916748;2310,11;403,464
3825;18;43928228;2306,66;-156,223
3826;18;43939728;2306,52;-164,027
3827;18;43951212;2302,89;-436,466
3828;18;43962708;2296,49;-104,402
3829;18;43974200;2300,49;484,685
3830;18;43985692;2307,63;823,473
3831;18;43997188;2319,42;1211,053
3832;18;44008672;2335,46;1319,868
3833;18;44020160;2349,74;2067,735
3834;18;44031644;2382,96;2936,031
3835;18;44043140;2417,21;2011,834
3836;18;44054628;2429,2;532,295
3837;18;44066116;2429,44;33,507
3838;18;44077608;2429,97;349,809
3839;18;44089100;2437,48;77,921
3840;18;44100580;2431,76;-978,412
3841;18;44112076;2415;-1001,392
3842;18;44123568;2408,74;113,162
3843;18;44135052;2417,6;983,899
3844;18;44146548;2431,35;364,166
3845;18;44158036;2425,97;-1230,856
3846;18;44169532;2403,06;-1284,819
3847;18;44181012;2396,45;1014,278
3848;18;44192504;2426,36;2802,819
3849;18;44203996;2460,87;2164,432
3850;18;44215480;2476,09;1487,546
3851;18;44226960;2495,03;1030,82
3852;18;44238452;2499,77;-728,949
3853;18;44249952;2478,27;-1996,171
3854;18;44261436;2453,89;-1212,57
3855;18;44272928;2450,41;483,815
3856;18;44284420;2465,01;1498,955
3857;18;44295904;2484,85;1262,182
3858;18;44307404;2494,02;-760,397
3859;18;44318892;2467,37;-2700,139
3860;18;44330388;2431,96;-903,394
3861;18;44341872;2446,61;2334,696
3862;18;44353376;2485,63;2656,603
3863;18;44364860;2507,68;1989,991
3864;18;44376356;2531,36;2219,805
3865;18;44387844;2558,7;1862,702
3866;0;44399328;2574,15;235,816
3867;0;44410828;2564,12;-1943,623
3868;0;44422316;2529,47;-3126,197
3869;0;44433808;2492,28;-2312,881
3870;0;44445296;2476,32;-436,315
3871;0;44456796;2482,25;663,825
3872;0;44468284;2491,58;920,366
3873;0;44479776;2503,4;820,421
3874;0;44491260;2510,43;-235,939
3875;0;44502748;2497,98;-1329,389
3876;0;44514248;2479,87;-1216,945
3877;0;44525740;2470;-263,662
3878;0;44537232;2473,81;1267,624
3879;0;44548720;2499,13;1630,983
3880;0;44560212;2511,29;281,016
3881;0;44571708;2505,59;-1286,336
3882;0;44583192;2481,73;-3000,958
3883;0;44594684;2436,64;-3117,601
3884;0;44606168;2410,1;-952,236
3885;0;44617672;2414,75;550,287
3886;0;44629156;2422,75;308,094
3887;0;44640652;2421,83;393,821
3888;0;44652136;2431,8;987,724
3889;0;44663624;2444,52;1054,212
3890;0;44675120;2456,03;863,209
3891;0;44686608;2464,36;519,492
3892;0;44698104;2467,97;-90,078
3893;0;44709588;2462,29;-893,665
3894;0;44721088;2447,43;-826,231
3895;0;44732584;2443,29;136,641
3896;0;44744068;2450,57;510,711
3897;0;44755552;2455,02;310,705
3898;0;44767048;2457,71;-119,607
3899;0;44778544;2452,27;-757,919
3900;0;44790032;2440,29;-1212,345
3901;0;44801516;2424,42;-842,765
3902;0;44813004;2420,93;61,368
3903;0;44824492;2425,83;355,9
3904;0;44835988;2429,11;439,001
3905;0;44847476;2435,92;54,414
3906;0;44858960;2430,36;-672,876
3907;0;44870452;2420,46;-636,316
3908;0;44881936;2415,74;-91,384
3909;0;44893432;2418,36;530,026
3910;0;44904916;2427,92;443,225
3911;0;44916400;2428,54;226,758
3912;0;44927892;2433,13;614,775
3913;0;44939384;2442,67;1003,481
3914;0;44950872;2456,19;1301,149
3915;0;44962356;2472,56;1407,991
3916;0;44973848;2488,54;1394,448
3917;0;44985340;2504,61;715,156
3918;0;44996836;2504,98;-749,347
3919;0;45008320;2487,39;-1830,373
3920;0;45019804;2462,94;-1812,326
3921;0;45031296;2445,75;-1133,397
3922;0;45042788;2436,89;-428,708
3923;0;45054272;2435,9;221,497
3924;0;45065768;2441,98;-134,465
3925;0;45077252;2432,81;-887,728
3926;0;45088748;2421,58;-506,527
3927;0;45100232;2421,17;188,425
3928;0;45111728;2425,91;451,697
3929;0;45123212;2431,55;361,682
3930;0;45134704;2434,22;267,142
3931;0;45146196;2437,69;202,82
3932;0;45157680;2438,88;-560,78
3933;0;45169164;2424,81;-1509,836
3934;0;45180656;2404,19;-1421,859
3935;0;45192148;2392,13;-397,164
3936;0;45203644;2395,06;741,643
3937;0;45215124;2409,17;1116,141
3938;0;45226616;2420,7;-186,152
3939;0;45238116;2404,89;-1555,43
3940;0;45249600;2384,95;-1343,141
3941;19;45261092;2374,03;-806,353
3942;19;45272580;2366,42;-155,38
3943;19;45284068;2370,46;847,834
3944;19;45295568;2385,91;990,172
3945;19;45307064;2393,23;248,869
3946;19;45318552;2391,63;13,495
3947;19;45330036;2393,54;215,442
3948;19;45341528;2396,58;449,8
3949;19;45353024;2403,88;791,282
3950;19;45364516;2414,77;378,524
3951;19;45376008;2412,58;-723,799
3952;19;45387492;2398,14;-1469,027
3953;19;45398996;2378,81;-1209,116
3954;19;45410484;2370,34;-413,547
3955;19;45421968;2369,31;83,145
3956;19;45433456;2372,25;954,142
3957;19;45444952;2391,24;1797,025
3958;19;45456444;2413,56;1554,395
3959;19;45467932;2426,96;560,052
3960;19;45479424;2426,43;-381,267
3961;19;45490908;2418,2;-107,466
3962;19;45502408;2423,96;847,981
3963;19;45513892;2437,69;1364,467
3964;19;45525384;2455,31;668,291
3965;19;45536876;2453,05;-868,581
3966;19;45548364;2435,35;-1642,31
3967;19;45559868;2415,29;-1712,633
3968;19;45571352;2395,98;-1222,58
3969;19;45582844;2387,2;-736,421
3970;19;45594328;2379,06;-128,417
3971;19;45605816;2384,25;1076,896
3972;19;45617320;2403,82;2110,299
3973;19;45628808;2432,77;2654,101
3974;19;45640292;2464,79;2456,469
3975;19;45651780;2489,2;1013,055
3976;19;45663272;2488,07;-1194,933
3977;19;45674752;2461,75;-2456,041
3978;19;45686248;2431,64;-2154,047
3979;19;45697732;2412,25;-1069,44
3980;19;45709232;2407,06;-22,193
3981;19;45720712;2411,74;1117,207
3982;19;45732200;2432,72;1220,616
3983;19;45743684;2439,78;-202,385
3984;19;45755176;2428,07;-1230,629
3985;19;45766656;2411,51;-1293,539
3986;19;45778144;2398,36;-645,456
3987;19;45789632;2396,68;102,734
3988;19;45801116;2400,72;321,472
3989;19;45812620;2404,07;1055,952
3990;19;45824100;2424,99;1703,813
3991;19;45835592;2443,21;1183,02
3992;19;45847092;2452,19;849,869
3993;19;45858572;2462,74;194,551
3994;19;45870068;2456,66;-1202,576
3995;19;45881556;2435,1;-2249,26
3996;19;45893040;2404,99;-1969,262
3997;19;45904524;2389,87;232,022
3998;19;45916012;2410,32;2365,124
3999;19;45927508;2444,23;2516,536
4000;19;45938992;2468,15;1550,044
4001;19;45950488;2479,85;379,593
4002;19;45961964;2476,87;-1129,875
4003;19;45973464;2453,89;-1896,747
4004;19;45984956;2433,26;-1223,247
4005;19;45996452;2425,77;19,582
4006;19;46007936;2433,71;1072,92
4007;19;46019436;2450,43;1201,931
4008;19;46030924;2461,34;900,94
4009;19;46042412;2471,13;-71,379
4010;19;46053900;2459,7;-1133,554
4011;19;46065384;2445,09;-872,518
4012;19;46076868;2439,66;-153,993
4013;19;46088372;2441,55;692,294
4014;19;46099864;2455,58;1171,222
4015;19;46111348;2468,46;1391,645
4016;19;46122844;2487,56;1831,942
4017;19;46134340;2510,58;1543,516
4018;19;46145824;2523,03;867,143
4019;0;46157312;2530,5;213,266
4020;0;46168800;2527,93;-1149,73
4021;0;46180300;2504,07;-2183,638
4022;0;46191780;2477,75;-2094,724
4023;0;46203272;2455,95;-1266,974
4024;0;46214756;2448,64;608,684
4025;0;46226256;2469,94;2065,501
4026;0;46237748;2496,13;1691,752
4027;0;46249244;2508,83;566,817
4028;0;46260736;2509,16;-105,346
4029;0;46272216;2506,41;-269,365
4030;0;46283716;2502,97;-186,619
4031;0;46295204;2502,12;191,002
4032;0;46306700;2507,36;151,845
4033;0;46318188;2505,61;-229,765
4034;0;46329680;2502,08;-605,309
4035;0;46341168;2491,7;-1427,95
4036;0;46352664;2469,26;-1799,391
4037;0;46364148;2450,35;-821,435
4038;0;46375636;2450,39;553,186
4039;0;46387124;2463,06;861,634
4040;0;46398604;2470,18;164,519
4041;0;46410100;2466,84;-313,316
4042;0;46421584;2462,98;-321,64
4043;0;46433076;2459,45;-419,422
4044;0;46444568;2453,34;-476,584
4045;0;46456052;2448,5;-220,703
4046;0;46467540;2448,27;416,159
4047;0;46479024;2458,06;1129,439
4048;0;46490516;2474,22;853,924
4049;0;46502012;2477,69;-352,48
4050;0;46513496;2466,12;-1147,755
4051;0;46524996;2451,31;-1368,737
4052;0;46536488;2434,65;-1591,226
4053;0;46547972;2414,75;-1586,162
4054;0;46559468;2398,2;-515,486
4055;0;46570960;2402,9;1065,895
4056;0;46582444;2422,69;1634,749
4057;0;46593936;2440,46;1465,802
4058;0;46605428;2456,38;605,204
4059;0;46616920;2454,37;-737,341
4060;0;46628416;2439,43;-1072,734
4061;0;46639908;2429,71;-600,313
4062;0;46651404;2425,63;-499,913
4063;0;46662892;2418,22;-468,587
4064;0;46674388;2414,86;342,907
4065;0;46685872;2426,1;1373,172
4066;0;46697364;2446,41;1645,057
4067;0;46708856;2463,91;796,345
4068;0;46720344;2464,71;-565,176
4069;0;46731840;2450,92;-1448,834
4070;0;46743328;2431,41;-1577,184
4071;0;46754824;2414,67;-745,301
4072;0;46766312;2414,28;507,139
4073;0;46777796;2426,32;1338,586
4074;0;46789284;2445,03;1494,083
4075;0;46800780;2460,66;283,191
4076;0;46812272;2451,54;-1374,042
4077;0;46823756;2429,09;-1985,985
4078;0;46835248;2405,91;-1731,907
4079;0;46846748;2389,27;-968,331
4080;0;46858236;2383,65;318,973
4081;0;46869728;2396,6;1163,185
4082;0;46881216;2410,38;900,226
4083;0;46892700;2417,28;519,582
4084;0;46904196;2422,32;88,292
4085;0;46915692;2419,31;-624,456
4086;0;46927192;2407,96;-857,118
4087;0;46938676;2399,61;-734,68
4088;0;46950168;2391,08;-835,8
4089;0;46961648;2380,41;-676,44
4090;0;46973156;2375,53;-296,138
4091;20;46984644;2373,6;-211,562
4092;20;46996128;2370,67;356,459
4093;20;47007620;2381,79;1292,653
4094;20;47019104;2400,37;1747,302
4095;20;47030604;2421,95;1440,567
4096;20;47042088;2433,48;36,995
4097;20;47053580;2422,8;-1345,485
4098;20;47065076;2402,55;-1808,094
4099;20;47076560;2381,25;-1377,329
4100;20;47088048;2370,91;-354,283
4101;20;47099536;2373,11;578,663
4102;20;47111032;2384,21;937,717
4103;20;47122528;2394,67;573,007
4104;20;47134016;2397,38;177,608
4105;20;47145500;2398,75;-309,072
4106;20;47156988;2390,28;-617,279
4107;20;47168488;2384,56;-8,267
4108;20;47179972;2390,09;575,818
4109;20;47191464;2397,79;864,95
4110;20;47202956;2409,97;1568,372
4111;20;47214456;2433,85;2879,394
4112;20;47225940;2476,15;3362,924
4113;20;47237436;2511,13;1639,266
4114;0;47248932;2513,84;-1157,295
4115;0;47260412;2484,54;-2786,436
4116;0;47271904;2449,83;-2297,721
4117;0;47283400;2431,72;-490,691
4118;0;47294892;2438,55;855,962
4119;0;47306380;2451,39;565,947
4120;0;47317880;2451,56;-871,759
4121;0;47329368;2431,35;-2411,678
4122;21;47340864;2396,13;-2731,385
4123;21;47352360;2368,55;-1027,338
4124;21;47363836;2372,53;1483,287
4125;21;47375336;2402,63;2125,152
4126;21;47386832;2421,4;577,459
4127;21;47398316;2415,9;-433,931
4128;21;47409808;2411,43;-816,229
4129;21;47421312;2397,13;-1300,887
4130;21;47432800;2381,52;-551,976
4131;21;47444284;2384,45;730,2
4132;21;47455780;2398,3;1234,772
4133;21;47467268;2412,83;998,433
4134;21;47478756;2421,24;-104,856
4135;21;47490252;2410,42;-1419,495
4136;21;47501736;2388,62;-1275,03
4137;21;47513224;2381,13;113,992
4138;21;47524720;2391,24;1118,364
4139;21;47536204;2406,83;1502,611
4140;21;47547700;2425,77;1566,469
4141;21;47559192;2442,84;1770,543
4142;21;47570676;2466,45;1596,763
4143;21;47582176;2479,54;-106,975
4144;21;47593672;2463,99;-1573,107
4145;21;47605156;2443,39;-1870,103
4146;21;47616644;2421,03;-1240,644
4147;21;47628136;2414,88;766,62
4148;21;47639628;2438,65;2694,014
4149;21;47651124;2476,81;2849,252
4150;21;47662620;2504,16;1292,878
4151;0;47674096;2506,51;-1031,332
4152;0;47685600;2480,46;-3333,913
4153;0;47697084;2429,87;-3784,819
4154;0;47708576;2393,5;-2713,266
4155;0;47720060;2367,53;-1968,418
4156;22;47731564;2348,25;-942,231
4157;22;47743048;2345,87;404,476
4158;22;47754532;2357,54;1529,688
4159;22;47766020;2381,01;2351,533
4160;22;47777500;2411,55;1934,824
4161;22;47789004;2425,48;242,735
4162;22;47800488;2417,13;-628,372
4163;22;47811984;2411,04;10,885
4164;22;47823456;2417,38;211,488
4165;22;47834964;2415,9;97,408
4166;22;47846452;2419,62;595,735
4167;22;47857944;2429,59;698,869
4168;22;47869432;2435,68;833,188
4169;22;47880916;2448,73;1674,787
4170;22;47892420;2474,18;1563,424
4171;22;47903904;2484,67;126,197
4172;22;47915400;2477,08;-1276,985
4173;22;47926880;2455,33;-2259,398
4174;22;47938384;2425,15;-2297,321
4175;22;47949872;2402,51;-1295,684
4176;22;47961368;2395,37;434,65
4177;22;47972856;2412,5;2526,119
4178;22;47984340;2453,4;3388,318
4179;22;47995832;2490,35;2527,406
4180;22;48007328;2511,5;1046,451
4181;22;48018824;2514,41;-723,112
4182;22;48030312;2494,88;-2252,786
4183;22;48041800;2462,65;-2545,249
4184;22;48053296;2436,38;-800,418
4185;22;48064788;2444,25;946,205
4186;22;48076272;2458,12;618,144
4187;22;48087760;2458,45;-120,498
4188;22;48099260;2455,35;302,226
4189;22;48110756;2465,4;1529,156
4190;22;48122240;2490,49;2179,554
4191;22;48133724;2515,46;1034,123
4192;22;48145216;2514,25;-1013,137
4193;22;48156712;2492,17;-1522,798
4194;22;48168200;2479,25;-648,825
4195;22;48179692;2477,26;-262,448
4196;22;48191176;2473,22;-542,74
4197;22;48202668;2464,79;-305,43
4198;22;48214160;2466,2;678,534
4199;22;48225644;2480,38;1520,453
4200;22;48237140;2501,14;1695,667
4201;22;48248632;2519,36;1204,751
4202;22;48260124;2528,83;690,601
4203;22;48271612;2535,23;134,006
4204;22;48283108;2531,91;-903,394
4205;22;48294592;2514,47;-1147,955
4206;22;48306088;2505,53;-559,52
4207;22;48317576;2501,61;-499,217
4208;22;48329064;2494,06;-671,453
4209;22;48340556;2486,18;200,174
4210;22;48352044;2498,66;1743,387
4211;22;48363540;2526,25;2129,307
4212;22;48375028;2547,6;1513,055
4213;0;48386520;2561,02;397,44
4214;0;48398000;2556,73;-1472,764
4215;0;48409504;2527,17;-2773,138
4216;0;48420992;2492,97;-2778,068
4217;0;48432484;2463,33;-1874,674
4218;23;48443972;2449,89;359,941
4219;23;48455460;2471,6;2758,876
4220;23;48466956;2513,3;2119,234
4221;23;48478440;2520,3;-171,018
4222;23;48489936;2509,37;-565,176
4223;23;48501424;2507,31;-111,836
4224;23;48512916;2506,8;114,427
4225;23;48524408;2509,94;584,653
4226;23;48535904;2520,24;1085,538
4227;23;48547392;2534,89;1633,008
4228;23;48558880;2557,76;1511,051
4229;23;48570376;2569,62;489,036
4230;23;48581864;2569;-612,92
4231;23;48593348;2555,54;-1188,86
4232;23;48604844;2541,68;-690,12
4233;23;48616344;2539,67;663,825
4234;23;48627832;2556,94;1864,34
4235;23;48639328;2582,52;1519,488
4236;23;48650820;2591,87;-301,567
4237;23;48662308;2575,59;-1203,22
4238;23;48673800;2564,22;90,917
4239;23;48685296;2577,68;1457,789
4240;23;48696780;2597,72;1789,882
4241;23;48708264;2618,79;1663,766
4242;23;48719764;2635,96;1276,54
4243;23;48731248;2648,13;191,906
4244;23;48742744;2640,37;-1530,799
4245;23;48754236;2612,94;-1412,968
4246;23;48765724;2607,9;1056,504
4247;23;48777208;2637,21;2620,519
4248;23;48788708;2668,13;1500,696
4249;0;48800204;2671,72;-1264,583
4250;0;48811680;2639,08;-3564,339
4251;0;48823176;2589,84;-3581,434
4252;24;48834668;2556,75;-1163,651
4253;24;48846164;2563,09;1454,308
4254;24;48857648;2590,17;2518,27
4255;24;48869152;2620,98;2176,788
4256;24;48880636;2640,21;1495,648
4257;24;48892132;2655,35;1387,439
4258;24;48903628;2672,11;1140,359
4259;0;48915116;2681,56;26,545
4260;0;48926608;2672,72;-1541,609
4261;0;48938092;2646,14;-2819,843
4262;0;48949588;2607,92;-3311,14
4263;0;48961072;2570,05;-2957,949
4264;0;48972560;2539,97;-1696,258
4265;0;48984052;2531,07;734,859
4266;0;48995544;2556,86;2449,539
4267;0;49007040;2587,38;1533,507
4268;0;49018524;2592,1;231,465
4269;0;49030024;2592,7;258,876
4270;0;49041508;2598,05;414,781
4271;0;49053000;2602,23;-45,676
4272;0;49064496;2597;-1226,284
4273;0;49075980;2574,05;-2023,333
4274;0;49087468;2550,52;-2081,448
4275;0;49098964;2526,21;-1812,054
4276;0;49110464;2508,85;-98,364
4277;0;49121940;2523,95;1476,501
4278;0;49133444;2542,78;1462,502
4279;0;49144928;2557,57;1146,214
4280;0;49156424;2569,12;823,181
4281;0;49167912;2576,49;547,528
4282;0;49179400;2581,7;-369,452
4283;0;49190892;2568;-1487,38
4284;0;49202380;2547,52;-736,343
4285;0;49213884;2551,07;728,333
4286;0;49225364;2564,26;885,553
4287;0;49236864;2571,42;678,062
4288;0;49248356;2579,85;17,838
4289;0;49259848;2571,83;-957,623
4290;0;49271340;2557,84;-1086,843
4291;0;49282832;2546,85;-1038,113
4292;0;49294324;2533,98;-542,305
4293;0;49305808;2534,39;484,769
4294;0;49317304;2545,12;936,304
4295;0;49328792;2555,91;1508,178
4296;0;49340292;2579,79;1774,713
4297;0;49351776;2596,7;1085,727
4298;0;49363272;2604,74;-191,839
4299;0;49374764;2592,29;-1869,452
4300;0;49386252;2561,78;-2440,797
4301;0;49397736;2536,22;-1802,437
4302;0;49409232;2520,36;-887,7
4303;0;49420728;2515,81;-2,611
4304;0;49432216;2520,3;1163,185
4305;0;49443708;2542,54;2286,808
4306;0;49455200;2572,86;1936,228
4307;0;49466696;2587,05;301,619
4308;0;49478176;2579,79;-1123,781
4309;0;49489672;2561,23;-1858,473
4310;0;49501168;2537,06;-1417,261
4311;0;49512660;2528,65;-383,745
4312;0;49524152;2528,24;251,523
4313;0;49535640;2534,43;795,474
4314;0;49547132;2546,52;596,398
4315;0;49558628;2548,14;-178,82
4316;0;49570116;2542,41;-708,754
4317;0;49581612;2531,85;-1102,749
4318;25;49593104;2517,06;-1160,979
4319;25;49604584;2505,18;-481,372
4320;25;49616080;2506;785,329
4321;25;49627568;2523,23;1796,657
4322;25;49639056;2547,28;2198,973
4323;25;49650556;2573,78;1990,95
4324;25;49662040;2593,04;757,444
4325;25;49673528;2591,18;-1456,159
4326;25;49685032;2559,56;-2742,216
4327;25;49696524;2528,12;-1774,025
4328;25;49708008;2518,8;47,884
4329;25;49719496;2529,22;1208,877
4330;25;49730988;2546,58;1282,855
4331;25;49742476;2558,7;1190,621
4332;25;49753976;2573,95;1263,923
4333;25;49765460;2587,75;468,587
4334;25;49776960;2584,72;-1184,302
4335;25;49788444;2560,53;-2156,103
4336;25;49799932;2535,19;-1757,004
4337;25;49811432;2520,14;-570,099
4338;25;49822928;2522,08;544,481
4339;25;49834408;2532,65;657,208
4340;25;49845904;2537,18;-68,708
4341;25;49857404;2531,07;-607,92
4342;25;49868884;2523,21;-637,511
4343;25;49880384;2516,42;6,526
4344;25;49891868;2523,36;767,021
4345;25;49903356;2534,04;778,368
4346;25;49914852;2541,25;1066,458
4347;25;49926348;2558,56;1618,082
4348;25;49937836;2578,44;1322,48
4349;25;49949320;2588,94;509,751
4350;25;49960808;2590,15;28,716
4351;25;49972304;2589,6;-107,882
4352;25;49983796;2587,67;-123,129
4353;25;49995288;2586,77;-50,923
4354;25;50006772;2586,5;-488,166
4355;25;50018272;2575,55;-695,894
4356;25;50029764;2570,5;1,741
4357;25;50041248;2575,59;172,414
4358;25;50052732;2574,46;-55,691
4359;25;50064232;2574,31;-72,186
4360;25;50075728;2572,8;-164,926
4361;25;50087212;2570,52;-252,002
4362;25;50098704;2567,01;-750,305
4363;25;50110176;2553,29;-728,586
4364;25;50121680;2550,27;1102,174
4365;25;50133176;2578,64;2687,99
4366;25;50144660;2612,04;2471,259
4367;25;50156140;2635,39;1628,392
4368;25;50167652;2649,48;133,525
4369;25;50179132;2638,46;-1767,932
4370;25;50190628;2608,86;-2239,864
4371;25;50202120;2586,97;-1288,301
4372;25;50213604;2579,26;432,91
4373;25;50225104;2596,92;2477,387
4374;25;50236600;2636,23;3236,343
4375;25;50248096;2671,33;2692,743
4376;25;50259584;2698,12;1445,17
4377;0;50271076;2704,54;-564,306
